timestamp,emotion,confidence
2025-12-31 11:20:27,sad,80.85
2025-12-31 11:20:28,sad,79.44
2025-12-31 11:20:28,sad,79.56
2025-12-31 11:20:28,sad,69.36
2025-12-31 11:20:30,sad,77.41
2025-12-31 11:20:30,sad,72.85
2025-12-31 11:20:30,sad,77.01
2025-12-31 11:20:31,angry,81.55
2025-12-31 11:20:32,sad,79.36
2025-12-31 11:20:39,disgust,75.44
2025-12-31 11:20:40,disgust,75.30
2025-12-31 11:20:43,sad,64.78
2025-12-31 11:20:43,sad,88.74
2025-12-31 11:20:43,sad,90.27
2025-12-31 11:20:43,sad,83.96
2025-12-31 11:20:43,sad,81.46
2025-12-31 11:20:44,sad,81.82
2025-12-31 11:20:44,sad,82.98
2025-12-31 11:20:44,sad,82.71
2025-12-31 11:20:44,sad,90.41
2025-12-31 11:20:44,sad,88.65
2025-12-31 11:20:44,sad,82.54
2025-12-31 11:20:44,sad,83.30
2025-12-31 11:20:45,sad,70.37
2025-12-31 11:20:45,sad,73.13
2025-12-31 11:20:45,sad,70.95
2025-12-31 11:20:45,sad,64.89
2025-12-31 11:20:45,sad,73.87
2025-12-31 11:20:45,sad,85.68
2025-12-31 11:20:46,sad,81.54
2025-12-31 11:20:46,sad,84.79
2025-12-31 11:20:46,sad,83.33
2025-12-31 11:20:46,sad,87.28
2025-12-31 11:20:46,sad,69.88
2025-12-31 11:20:46,sad,72.76
2025-12-31 11:20:47,sad,77.24
2025-12-31 11:20:47,sad,76.27
2025-12-31 11:20:47,sad,73.29
2025-12-31 11:20:47,sad,75.98
2025-12-31 11:20:47,sad,61.60
2025-12-31 11:20:48,sad,64.22
2025-12-31 11:20:48,sad,60.12
2025-12-31 11:20:48,sad,70.43
2025-12-31 11:20:48,sad,76.15
2025-12-31 11:20:49,sad,72.14
2025-12-31 11:20:49,sad,70.61
2025-12-31 11:20:49,sad,70.20
2025-12-31 11:20:49,sad,74.60
2025-12-31 11:20:49,sad,77.04
2025-12-31 11:20:49,sad,79.61
2025-12-31 11:20:50,sad,83.54
2025-12-31 11:20:58,sad,92.05
2025-12-31 11:21:01,sad,76.58
2025-12-31 11:21:01,sad,92.23
2025-12-31 11:21:36,confused,88.05
2025-12-31 11:21:40,confused,80.29
2025-12-31 11:21:41,confused,72.56
2025-12-31 11:21:41,confused,70.01
2025-12-31 11:21:41,confused,60.37
2025-12-31 11:21:42,confused,63.60
2025-12-31 11:21:43,confused,60.89
2025-12-31 11:21:43,confused,61.89
2025-12-31 11:21:44,confused,62.18
2025-12-31 11:21:44,confused,60.78
2025-12-31 11:21:44,confused,60.74
2025-12-31 11:21:49,confused,81.49
2025-12-31 11:22:01,sad,71.33
2025-12-31 11:22:05,sad,74.65
2025-12-31 11:22:08,sad,65.08
2025-12-31 11:22:08,sad,65.08
2025-12-31 11:22:10,surprise,78.77
2025-12-31 11:22:18,sad,75.17
2025-12-31 11:22:23,sad,66.75
2025-12-31 11:22:26,surprise,60.89
2025-12-31 11:22:26,surprise,76.90
2025-12-31 11:22:33,happy,61.33
2025-12-31 11:22:33,happy,60.48
2025-12-31 11:22:36,sad,82.88
2025-12-31 11:22:45,sad,61.37
2025-12-31 11:22:46,sad,62.23
2025-12-31 11:23:13,neutral,60.68
2025-12-31 11:23:19,neutral,62.50
2025-12-31 11:23:27,sad,68.36
2025-12-31 11:23:28,sad,93.27
2025-12-31 11:23:28,sad,88.38
2025-12-31 11:23:29,sad,89.66
2025-12-31 11:23:39,sad,61.70
2025-12-31 11:23:39,sad,77.19
2025-12-31 11:23:41,happy,68.24
2025-12-31 11:23:43,sad,62.55
2025-12-31 11:23:51,sad,70.51
2025-12-31 11:24:04,sad,90.20
2025-12-31 11:24:05,sad,71.85
2025-12-31 11:24:07,sad,67.20
2025-12-31 11:24:08,sad,60.83
2025-12-31 11:24:10,sad,62.08
2025-12-31 19:39:15,sad,90.52
2025-12-31 19:39:17,confused,60.02
2025-12-31 19:39:18,confused,80.77
2025-12-31 19:39:19,confused,63.60
2025-12-31 19:39:20,sad,72.25
2025-12-31 19:39:21,angry,63.64
2025-12-31 19:39:25,sad,71.92
2025-12-31 19:39:26,sad,64.59
2025-12-31 19:39:26,sad,63.69
2025-12-31 19:39:27,sad,66.25
2025-12-31 19:39:27,sad,64.39
2025-12-31 19:39:28,sad,64.32
2025-12-31 19:39:29,sad,65.16
2025-12-31 19:39:30,sad,62.74
2025-12-31 19:39:31,sad,63.71
2025-12-31 19:39:31,sad,62.27
2025-12-31 19:39:32,sad,62.40
2025-12-31 19:39:33,sad,66.45
2025-12-31 19:39:34,sad,64.53
2025-12-31 19:39:36,sad,61.58
2025-12-31 19:39:38,sad,60.91
2025-12-31 19:39:38,sad,66.95
2025-12-31 19:39:39,sad,62.20
2025-12-31 19:39:40,confused,63.80
2025-12-31 19:39:42,confused,71.98
2025-12-31 19:39:43,sad,66.36
2025-12-31 19:39:44,sad,66.20
2025-12-31 19:39:45,sad,67.16
2025-12-31 19:39:45,sad,67.21
2025-12-31 19:39:45,sad,67.56
2025-12-31 19:39:45,sad,67.19
2025-12-31 19:39:45,sad,66.63
2025-12-31 19:39:46,sad,64.46
2025-12-31 19:39:48,sad,68.08
2025-12-31 19:39:48,sad,84.88
2025-12-31 19:39:48,sad,79.02
2025-12-31 19:39:48,sad,77.70
2025-12-31 19:39:49,sad,75.86
2025-12-31 19:39:52,sad,64.47
2025-12-31 19:39:53,sad,89.98
2025-12-31 19:39:53,sad,66.75
2025-12-31 19:39:53,sad,74.68
2025-12-31 19:39:54,sad,76.44
2025-12-31 19:39:54,sad,80.65
2025-12-31 19:39:54,sad,74.89
2025-12-31 19:39:54,disgust,85.38
2025-12-31 19:39:55,sad,69.87
2025-12-31 19:39:56,sad,70.13
2025-12-31 19:39:56,sad,87.45
2025-12-31 19:39:56,sad,61.96
2025-12-31 19:39:56,sad,87.29
2025-12-31 19:39:56,sad,80.71
2025-12-31 19:39:57,sad,83.80
2025-12-31 19:39:57,sad,80.04
2025-12-31 19:39:57,sad,82.64
2025-12-31 19:39:57,sad,84.42
2025-12-31 19:39:58,sad,87.82
2025-12-31 19:39:58,sad,78.24
2025-12-31 19:39:58,sad,74.62
2025-12-31 19:39:58,sad,77.33
2025-12-31 19:40:00,sad,69.84
2025-12-31 19:40:00,sad,68.57
2025-12-31 19:40:00,sad,82.05
2025-12-31 19:40:00,sad,82.39
2025-12-31 19:40:01,sad,84.38
2025-12-31 19:40:01,sad,82.72
2025-12-31 19:40:02,sad,70.99
2025-12-31 19:40:02,sad,60.65
2025-12-31 19:40:02,sad,78.94
2025-12-31 19:40:04,sad,60.48
2025-12-31 19:40:04,sad,73.21
2025-12-31 19:40:05,sad,66.90
2025-12-31 19:40:05,sad,76.18
2025-12-31 19:40:05,sad,75.68
2025-12-31 19:40:06,sad,92.40
2025-12-31 19:40:06,sad,75.34
2025-12-31 19:40:06,sad,68.33
2025-12-31 19:40:06,sad,65.98
2025-12-31 19:40:07,sad,89.48
2025-12-31 19:40:07,sad,92.13
2025-12-31 19:40:07,sad,70.54
2025-12-31 19:40:07,sad,93.87
2025-12-31 19:40:07,sad,87.48
2025-12-31 19:40:07,sad,84.05
2025-12-31 19:40:07,sad,74.87
2025-12-31 19:40:08,sad,66.72
2025-12-31 19:40:11,sad,60.23
2025-12-31 19:40:14,sad,61.32
2025-12-31 19:40:15,sad,66.18
2025-12-31 19:40:16,sad,67.20
2025-12-31 19:40:17,sad,67.20
2025-12-31 19:40:17,sad,70.86
2025-12-31 19:40:19,sad,60.18
2025-12-31 19:40:20,sad,72.43
2025-12-31 19:40:21,sad,73.58
2025-12-31 19:40:21,sad,67.68
2025-12-31 19:40:21,sad,63.50
2025-12-31 19:40:21,sad,63.92
2025-12-31 19:40:23,sad,61.03
2025-12-31 19:40:25,confused,60.29
2025-12-31 19:40:30,sad,83.07
2025-12-31 19:40:32,sad,95.12
2025-12-31 19:40:32,neutral,69.19
2025-12-31 19:40:36,sad,65.38
2025-12-31 19:40:37,fear,65.64
2025-12-31 19:40:39,fear,73.36
2025-12-31 19:40:39,fear,61.16
2025-12-31 19:40:40,fear,62.49
2025-12-31 19:40:40,fear,60.61
2025-12-31 19:40:41,angry,74.36
2025-12-31 19:40:44,angry,62.19
2025-12-31 19:40:44,angry,62.71
2025-12-31 19:40:46,fear,61.43
2025-12-31 19:40:47,angry,71.83
2025-12-31 19:40:50,angry,62.21
2025-12-31 19:40:50,angry,62.04
2025-12-31 19:40:50,angry,63.75
2025-12-31 19:40:50,fear,65.53
2025-12-31 19:40:51,angry,64.20
2025-12-31 19:40:54,angry,64.34
2025-12-31 19:40:54,angry,61.94
2025-12-31 19:40:54,angry,60.14
2025-12-31 19:40:55,angry,62.73
2025-12-31 19:40:56,fear,61.39
2025-12-31 19:40:59,fear,68.66
2026-01-01 14:16:25,disgust,72.10
2026-01-01 14:16:31,sad,67.08
2026-01-01 14:16:47,sad,62.27
2026-01-01 14:16:51,sad,85.54
